0 1:-0.236000 2:-0.067143 3:-0.073000
1 1:0.008000 2:-0.031429 3:-0.044000
0 1:0.056000 2:0.070714 3:0.017000
0 1:0.078000 2:0.017857 3:-0.009000
1 1:0.002000 2:0.002143 3:0.001000
1 1:-0.002000 2:-0.006429 3:-0.003500
1 1:0.002000 2:0.006429 3:-0.002500
1 1:-0.004000 2:0.004286 3:0.006000
0 1:0.068000 2:0.078571 3:0.024500
0 1:-0.228000 2:-0.041429 3:-0.004000
1 1:-0.014000 2:-0.005000 3:-0.050500
1 1:0.034000 2:-0.065714 3:-0.055500
1 1:-0.010000 2:-0.003571 3:-0.003500
1 1:-0.006000 2:-0.091429 3:-0.049500
0 1:-0.004000 2:-0.006429 3:-0.004500
0 1:-0.010000 2:-0.034286 3:-0.047000
0 1:0.044000 2:0.000714 3:0.001000
0 1:0.002000 2:-0.004286 3:-0.006000
0 1:0.098000 2:0.006429 3:-0.003500
0 1:0.012000 2:-0.058571 3:-0.065500
1 1:0.040000 2:0.055714 3:0.055000
0 1:-0.042000 2:-0.010714 3:-0.035000
0 1:-0.008000 2:0.000714 3:0.001000
1 1:-0.036000 2:-0.089286 3:-0.055000
0 1:-0.016000 2:0.011429 3:0.002000
0 1:-0.030000 2:0.044286 3:0.026000
0 1:-0.030000 2:-0.034286 3:-0.015000
1 1:-0.008000 2:0.001429 3:-0.001000
0 1:-0.056000 2:-0.015000 3:-0.003500
1 1:0.094000 2:-0.032143 3:0.077500
1 1:-0.002000 2:0.000714 3:-0.004000
0 1:0.144000 2:0.033571 3:0.075500
0 1:0.036000 2:0.035000 3:0.021000
0 1:-0.214000 2:-0.035714 3:-0.008500
0 1:0.006000 2:0.005714 3:0.004000
0 1:-0.154000 2:-0.014286 3:-0.029500
0 1:0.034000 2:-0.037143 3:-0.087500
0 1:-0.094000 2:0.014286 3:0.002000
0 1:-0.014000 2:-0.005000 3:-0.000500
1 1:0.052000 2:-0.089286 3:-0.046500
1 1:-0.260000 2:-0.107857 3:-0.043000
1 1:0.008000 2:0.033571 3:0.072500
0 1:-0.090000 2:-0.060714 3:-0.059000
0 1:0.002000 2:-0.004286 3:-0.000000
0 1:0.050000 2:0.129286 3:0.071000
1 1:0.002000 2:-0.007143 3:-0.004500
1 1:-0.034000 2:-0.006429 3:-0.008000
1 1:0.076000 2:0.042143 3:-0.007000
1 1:-0.136000 2:-0.222143 3:-0.169500
0 1:0.126000 2:-0.100714 3:-0.084000
0 1:0.002000 2:-0.007857 3:-0.006500
0 1:-0.016000 2:-0.006429 3:-0.001000
0 1:0.006000 2:-0.113571 3:-0.109000
1 1:-0.020000 2:-0.002857 3:-0.003500
0 1:-0.012000 2:0.024286 3:0.023000
0 1:0.104000 2:0.017857 3:0.006500
0 1:-0.172000 2:-0.075714 3:-0.005000
0 1:-0.002000 2:0.004286 3:0.000500
1 1:-0.002000 2:-0.006429 3:0.001500
0 1:0.046000 2:-0.035000 3:-0.013500
1 1:-0.014000 2:-0.005000 3:-0.003000
0 1:-0.030000 2:0.007143 3:-0.002000
0 1:0.000000 2:0.000000 3:0.005000
0 1:0.006000 2:-0.002857 3:-0.001000
0 1:0.004000 2:-0.002857 3:-0.002500
0 1:-0.210000 2:0.190714 3:0.161000
1 1:-0.052000 2:0.222143 3:0.165500
1 1:0.012000 2:0.040000 3:0.048500
0 1:0.006000 2:0.002143 3:0.001500
0 1:-0.120000 2:-0.125000 3:-0.064500
0 1:0.084000 2:-0.022857 3:0.006500
0 1:-0.022000 2:-0.015714 3:-0.008000
1 1:-0.052000 2:-0.035714 3:-0.062500
0 1:-0.078000 2:-0.055000 3:-0.058000
1 1:0.016000 2:-0.007857 3:-0.027000
1 1:0.152000 2:-0.073571 3:-0.038000
0 1:0.028000 2:0.023571 3:0.033000
1 1:0.072000 2:0.057857 3:0.047000
0 1:0.076000 2:-0.045000 3:-0.042000
1 1:0.000000 2:0.174286 3:0.151500
1 1:0.118000 2:0.042143 3:0.057500
0 1:0.012000 2:0.000714 3:0.017000
0 1:0.070000 2:0.030714 3:0.011500
0 1:-0.136000 2:-0.019286 3:-0.008000
1 1:0.012000 2:0.025714 3:0.002500
1 1:0.016000 2:0.012143 3:0.011000
0 1:0.030000 2:-0.033571 3:0.000500
0 1:-0.006000 2:-0.002143 3:-0.003500
0 1:-0.012000 2:-0.006429 3:-0.006500
1 1:0.030000 2:0.048571 3:0.027500
0 1:0.122000 2:-0.041429 3:-0.044000
1 1:-0.030000 2:-0.017143 3:-0.019500
0 1:-0.012000 2:0.004286 3:0.008500
1 1:-0.006000 2:-0.013571 3:-0.046500
1 1:0.102000 2:-0.002857 3:0.036500
1 1:0.020000 2:0.015714 3:0.025000
0 1:0.004000 2:0.001429 3:-0.003000
1 1:0.110000 2:0.008571 3:0.011000
0 1:0.014000 2:0.019286 3:-0.084500
1 1:0.028000 2:0.012143 3:-0.005000
1 1:-0.032000 2:-0.083571 3:-0.047000
1 1:-0.126000 2:-0.031429 3:0.047000
0 1:0.000000 2:-0.001429 3:0.004500
0 1:-0.010000 2:-0.074286 3:0.000000
1 1:0.118000 2:-0.031429 3:-0.010000
0 1:-0.332000 2:-0.069286 3:-0.039500
1 1:-0.068000 2:-0.023571 3:-0.052000
0 1:0.010000 2:0.030714 3:0.020000
1 1:0.136000 2:0.051429 3:0.050000
1 1:-0.014000 2:-0.002143 3:-0.003000
1 1:0.000000 2:0.054286 3:0.069500
0 1:0.000000 2:-0.005714 3:-0.007500
1 1:-0.096000 2:-0.092857 3:-0.017500
0 1:-0.012000 2:0.000000 3:0.004000
0 1:0.032000 2:0.011429 3:0.010000
1 1:0.160000 2:0.051429 3:0.025500
1 1:0.008000 2:0.002143 3:0.002500
0 1:-0.004000 2:-0.022143 3:-0.020500
0 1:0.020000 2:0.020000 3:0.022000
1 1:0.016000 2:0.022143 3:0.013500
1 1:-0.314000 2:0.154286 3:0.177500
1 1:-0.004000 2:0.007143 3:0.005000
0 1:0.086000 2:0.020714 3:0.032000
1 1:0.072000 2:0.027857 3:0.024000
1 1:-0.002000 2:-0.007857 3:-0.005000
1 1:0.002000 2:0.019286 3:0.007000
1 1:-0.002000 2:-0.040714 3:-0.068000
0 1:-0.024000 2:0.012143 3:0.014500
0 1:0.076000 2:-0.027857 3:-0.035000
0 1:0.012000 2:0.017857 3:0.004000
0 1:0.044000 2:-0.067857 3:0.004500
0 1:0.022000 2:0.020714 3:0.007000
1 1:0.066000 2:0.043571 3:0.056500
1 1:0.018000 2:0.007857 3:0.006000
0 1:-0.234000 2:0.215000 3:0.144500
0 1:-0.044000 2:0.012143 3:0.002000
0 1:-0.006000 2:-0.003571 3:-0.006000
1 1:-0.498000 2:-0.215714 3:-0.160500
1 1:0.018000 2:0.055714 3:0.066000
1 1:0.088000 2:0.003571 3:0.030500
1 1:-0.082000 2:0.069286 3:0.032500
1 1:-0.146000 2:-0.053571 3:-0.040500
1 1:0.044000 2:-0.061429 3:-0.023000
0 1:-0.058000 2:-0.001429 3:-0.006500
1 1:0.044000 2:0.002143 3:-0.011000
0 1:0.084000 2:0.075714 3:0.049500
0 1:-0.010000 2:0.002857 3:-0.001000
1 1:-0.044000 2:0.042143 3:0.080500
1 1:-0.010000 2:0.000714 3:-0.000500
1 1:-0.230000 2:-0.007143 3:0.055000
1 1:-0.372000 2:-0.210714 3:-0.110000
1 1:-0.116000 2:0.012857 3:-0.009500
0 1:0.026000 2:-0.045000 3:-0.049000
1 1:0.010000 2:-0.084286 3:-0.065500
1 1:-0.078000 2:-0.006429 3:-0.030500
0 1:-0.052000 2:0.034286 3:0.048000
1 1:-0.288000 2:0.040714 3:0.045000
1 1:0.022000 2:0.005000 3:0.032500
0 1:0.070000 2:0.032143 3:0.023500
1 1:-0.240000 2:-0.042857 3:-0.049000
1 1:-0.010000 2:-0.006429 3:-0.005000
1 1:-0.036000 2:0.009286 3:-0.037000
0 1:-0.156000 2:-0.258571 3:-0.144000
1 1:-0.026000 2:-0.057143 3:-0.049000
0 1:0.060000 2:0.043571 3:0.024500
0 1:-0.008000 2:-0.032143 3:-0.031000
0 1:0.038000 2:-0.001429 3:0.002000
1 1:0.036000 2:0.011429 3:0.009000
1 1:-0.030000 2:0.001429 3:0.022500
1 1:-0.002000 2:-0.006429 3:0.004000
1 1:0.072000 2:0.035714 3:0.014000
0 1:0.030000 2:-0.007143 3:0.001500
1 1:0.030000 2:0.017143 3:0.014500
1 1:0.042000 2:0.030000 3:0.026000
1 1:-0.088000 2:-0.108571 3:-0.067500
1 1:-0.288000 2:0.225000 3:0.166000
0 1:0.062000 2:-0.007143 3:-0.031500
0 1:0.020000 2:0.010000 3:0.002000
0 1:-0.090000 2:-0.069286 3:-0.025500
1 1:0.000000 2:-0.001429 3:0.003000
1 1:-0.100000 2:-0.045714 3:-0.012000
0 1:-0.052000 2:-0.108571 3:-0.130000
0 1:-0.048000 2:0.016429 3:0.054000
0 1:0.002000 2:0.002143 3:-0.003000
1 1:0.000000 2:0.001429 3:0.001500
1 1:0.032000 2:0.005714 3:0.006500
1 1:0.036000 2:0.057857 3:0.001500
0 1:0.078000 2:0.010714 3:0.001500
0 1:0.022000 2:0.002857 3:-0.027500
0 1:-0.064000 2:0.015714 3:0.021500
0 1:0.062000 2:0.038571 3:0.027500
0 1:-0.002000 2:-0.007857 3:-0.017000
0 1:0.004000 2:0.037857 3:0.057000
1 1:0.022000 2:0.008571 3:-0.006500
0 1:0.130000 2:-0.012857 3:-0.033000
1 1:0.042000 2:0.033571 3:0.009000
1 1:0.020000 2:0.003571 3:-0.015500
1 1:0.056000 2:0.025000 3:-0.036000
1 1:0.120000 2:0.064286 3:-0.032500
0 1:0.044000 2:-0.105714 3:-0.108500
1 1:-0.010000 2:0.003571 3:-0.006000
1 1:0.008000 2:0.005000 3:0.002000
1 1:0.024000 2:0.012143 3:0.015000
0 1:-0.120000 2:0.007143 3:0.012000
1 1:0.018000 2:0.009286 3:0.012500
1 1:-0.008000 2:-0.009286 3:-0.008000
0 1:0.038000 2:0.035714 3:0.019500
0 1:0.018000 2:0.011429 3:0.015500
1 1:-0.232000 2:-0.112857 3:-0.077000
0 1:0.014000 2:0.000714 3:-0.005000
1 1:-0.102000 2:-0.058571 3:-0.060000
0 1:-0.030000 2:-0.002857 3:0.002000
0 1:0.004000 2:0.130714 3:0.166000
1 1:0.076000 2:0.063571 3:0.072000
1 1:-0.016000 2:0.002857 3:-0.001500
0 1:0.014000 2:0.031429 3:0.040000
1 1:0.010000 2:0.007857 3:0.000000
0 1:-0.154000 2:-0.012857 3:-0.018500
0 1:0.034000 2:-0.008571 3:0.003500
1 1:0.004000 2:-0.001429 3:-0.002500
0 1:0.044000 2:-0.107857 3:-0.079000
0 1:-0.008000 2:0.002857 3:-0.003500
0 1:-0.132000 2:0.010000 3:0.008500
0 1:-0.042000 2:-0.049286 3:-0.034500
0 1:0.002000 2:-0.000714 3:-0.003000
1 1:-0.016000 2:-0.008571 3:-0.016000
0 1:-0.016000 2:-0.012143 3:-0.001500
1 1:0.014000 2:0.016429 3:0.022500
0 1:-0.178000 2:0.003571 3:-0.035500
1 1:0.036000 2:-0.032143 3:0.002000
1 1:0.048000 2:0.047857 3:0.040000
1 1:-0.054000 2:-0.026429 3:-0.006500
1 1:-0.014000 2:-0.002143 3:-0.006000
0 1:0.032000 2:0.022857 3:0.011500
1 1:0.126000 2:-0.035714 3:0.014500
0 1:-0.156000 2:-0.041429 3:-0.049000
0 1:0.044000 2:0.045000 3:0.050500
0 1:0.020000 2:0.022143 3:0.022500
1 1:-0.016000 2:-0.010714 3:-0.015500
1 1:0.074000 2:0.118571 3:0.078500
0 1:-0.028000 2:-0.007143 3:-0.004500
0 1:-0.044000 2:-0.008571 3:-0.008000
0 1:0.000000 2:-0.002143 3:-0.006500
0 1:0.080000 2:0.047857 3:0.022000
0 1:-0.012000 2:0.010714 3:0.005000
0 1:0.010000 2:0.000714 3:0.006500
1 1:-0.142000 2:-0.075000 3:-0.021500
0 1:-0.012000 2:-0.032143 3:-0.028000
0 1:-0.006000 2:0.000714 3:0.012000
1 1:-0.134000 2:-0.083571 3:-0.075000
1 1:-0.208000 2:-0.157143 3:0.084500
1 1:0.026000 2:0.014286 3:0.006500
1 1:0.204000 2:0.005714 3:0.006500
1 1:0.220000 2:0.217143 3:0.149500
1 1:-0.002000 2:-0.004286 3:-0.004000
0 1:-0.006000 2:-0.009286 3:-0.005000
0 1:0.000000 2:0.010000 3:0.005000
1 1:0.018000 2:-0.065000 3:-0.023000
0 1:-0.018000 2:-0.000714 3:0.001000
1 1:-0.070000 2:-0.027857 3:-0.093500
0 1:-0.026000 2:-0.004286 3:0.017500
1 1:0.020000 2:-0.063571 3:-0.010500
1 1:0.124000 2:0.081429 3:0.077000
1 1:-0.022000 2:0.000000 3:0.015500
1 1:-0.024000 2:0.031429 3:0.049000
0 1:0.030000 2:0.010000 3:0.006000
1 1:0.008000 2:0.015000 3:0.029500
0 1:-0.006000 2:-0.010714 3:-0.007500
0 1:-0.124000 2:-0.004286 3:0.047000
0 1:-0.096000 2:0.020000 3:0.030500
0 1:-0.018000 2:-0.034286 3:-0.104500
1 1:-0.006000 2:0.006429 3:0.009500
1 1:0.004000 2:-0.001429 3:-0.000500
0 1:-0.022000 2:-0.087857 3:-0.059000
1 1:0.004000 2:-0.008571 3:-0.030000
0 1:0.040000 2:0.083571 3:0.079000
1 1:0.144000 2:0.040714 3:-0.038000
1 1:-0.018000 2:-0.075000 3:-0.008000
1 1:-0.174000 2:-0.108571 3:-0.140000
0 1:-0.072000 2:-0.065714 3:-0.028000
0 1:0.016000 2:0.015000 3:0.009500
1 1:0.000000 2:0.000000 3:0.003000
0 1:0.144000 2:-0.155000 3:-0.156500
1 1:-0.016000 2:-0.002857 3:-0.000500
1 1:0.008000 2:0.038571 3:0.020000
0 1:0.062000 2:0.006429 3:0.007500
1 1:0.132000 2:0.048571 3:0.040000
0 1:-0.074000 2:-0.010000 3:-0.053500
1 1:-0.106000 2:-0.084286 3:-0.053500
0 1:-0.158000 2:-0.057143 3:-0.002000
1 1:-0.026000 2:0.050000 3:0.012000
1 1:0.008000 2:0.030714 3:0.025500
1 1:0.014000 2:-0.002857 3:0.002000
1 1:-0.018000 2:-0.008571 3:-0.003000
1 1:0.000000 2:0.006429 3:0.009000
0 1:-0.078000 2:-0.034286 3:-0.007500
1 1:0.012000 2:0.001429 3:0.003000
0 1:0.064000 2:0.010714 3:0.015500
1 1:0.098000 2:0.011429 3:-0.037000
1 1:0.016000 2:0.010000 3:0.004500
0 1:0.076000 2:0.072143 3:-0.040000
0 1:0.032000 2:-0.100000 3:-0.067000
0 1:-0.006000 2:0.001429 3:-0.000500
1 1:0.000000 2:0.004286 3:-0.032500
0 1:0.210000 2:-0.016429 3:0.097000
1 1:-0.076000 2:-0.141429 3:-0.142500
1 1:0.122000 2:0.065714 3:0.053000
1 1:-0.094000 2:-0.032857 3:-0.017000
1 1:0.000000 2:-0.017857 3:0.007000
0 1:0.000000 2:-0.003571 3:-0.001500
1 1:0.018000 2:0.006429 3:0.003000
0 1:-0.038000 2:0.014286 3:0.005500
0 1:0.050000 2:0.026429 3:0.040000
0 1:-0.004000 2:0.002857 3:0.001500
1 1:0.010000 2:0.002143 3:-0.006000
0 1:0.014000 2:0.070000 3:0.079500
1 1:0.002000 2:0.005000 3:0.000500
0 1:0.014000 2:-0.044286 3:-0.018500
1 1:0.014000 2:0.003571 3:-0.014000
1 1:0.244000 2:0.105714 3:0.175500
1 1:0.058000 2:0.095714 3:0.091500
0 1:0.036000 2:0.041429 3:0.035000
1 1:0.020000 2:0.056429 3:0.064500
0 1:0.000000 2:0.001429 3:0.004000
0 1:0.018000 2:-0.024286 3:0.018000
1 1:0.012000 2:0.008571 3:0.010500
0 1:0.014000 2:-0.023571 3:-0.003000
0 1:0.002000 2:0.004286 3:0.004500
0 1:-0.014000 2:-0.010000 3:-0.005500
0 1:0.044000 2:0.039286 3:0.045000
1 1:0.048000 2:0.058571 3:0.028500
1 1:-0.016000 2:-0.007857 3:-0.008000
1 1:0.016000 2:0.002857 3:-0.042000
0 1:0.000000 2:0.003571 3:0.003500
1 1:-0.012000 2:-0.014286 3:-0.008000
0 1:-0.026000 2:0.024286 3:0.036500
1 1:-0.008000 2:-0.001429 3:-0.003500
0 1:0.012000 2:0.009286 3:0.005500
0 1:0.014000 2:0.027143 3:-0.000500
1 1:0.088000 2:0.015000 3:-0.005000
1 1:-0.018000 2:-0.020000 3:0.000500
0 1:0.008000 2:0.011429 3:0.012000
0 1:-0.006000 2:0.050000 3:0.070500
0 1:0.014000 2:0.005000 3:0.010500
0 1:-0.010000 2:-0.004286 3:0.000500
1 1:-0.006000 2:-0.001429 3:0.003500
0 1:0.002000 2:-0.035714 3:-0.019000
1 1:0.008000 2:0.010714 3:0.026500
0 1:0.116000 2:-0.017143 3:-0.027000
1 1:-0.020000 2:0.021429 3:0.012500
1 1:0.104000 2:0.058571 3:0.028000
1 1:-0.178000 2:-0.077857 3:-0.041000
1 1:-0.192000 2:-0.070000 3:-0.046500
1 1:0.012000 2:0.007857 3:0.004000
1 1:-0.046000 2:0.034286 3:0.001000
1 1:0.000000 2:0.000000 3:0.014500
0 1:-0.004000 2:-0.050000 3:-0.035000
1 1:-0.148000 2:-0.110714 3:-0.152000
1 1:0.064000 2:0.013571 3:0.016000
0 1:-0.004000 2:-0.070714 3:-0.014500
1 1:-0.002000 2:-0.001429 3:-0.001000
0 1:0.086000 2:0.016429 3:0.036000
0 1:0.000000 2:-0.005000 3:-0.000500
0 1:-0.080000 2:0.016429 3:0.044500
