1 1:0.080000 2:0.014286 3:0.005000
0 1:0.020000 2:0.002857 3:-0.006500
0 1:-0.008000 2:-0.000714 3:-0.006500
0 1:0.072000 2:0.059286 3:0.028000
1 1:0.006000 2:0.004286 3:-0.002500
1 1:-0.094000 2:0.009286 3:0.004000
1 1:0.122000 2:0.055714 3:-0.004000
1 1:0.102000 2:0.005714 3:0.033500
0 1:0.008000 2:-0.002857 3:-0.035500
1 1:-0.002000 2:0.002857 3:0.000500
0 1:-0.048000 2:0.026429 3:0.029500
1 1:0.108000 2:0.007857 3:-0.003000
0 1:0.278000 2:0.214286 3:0.150000
1 1:0.056000 2:-0.060000 3:-0.017500
0 1:0.136000 2:0.015714 3:-0.015000
0 1:0.002000 2:0.023571 3:0.021500
1 1:0.114000 2:0.056429 3:-0.037000
0 1:0.024000 2:0.023571 3:0.036500
0 1:0.004000 2:0.006429 3:0.005500
0 1:-0.016000 2:0.038571 3:-0.025000
0 1:0.052000 2:-0.001429 3:0.017500
1 1:-0.088000 2:0.052143 3:0.061000
1 1:-0.068000 2:-0.050000 3:-0.057500
0 1:-0.142000 2:-0.036429 3:-0.010500
0 1:0.028000 2:0.025714 3:0.019000
1 1:-0.314000 2:-0.182143 3:-0.127500
1 1:-0.010000 2:-0.007857 3:0.016500
0 1:0.136000 2:0.072857 3:0.072500
1 1:0.134000 2:0.073571 3:0.060000
1 1:0.042000 2:-0.017143 3:-0.016500
1 1:-0.138000 2:0.013571 3:0.002000
0 1:0.056000 2:0.005000 3:-0.024500
1 1:-0.014000 2:-0.006429 3:-0.002500
1 1:-0.294000 2:-0.175714 3:-0.068500
1 1:-0.024000 2:-0.008571 3:-0.003000
0 1:-0.016000 2:-0.008571 3:-0.005000
0 1:-0.136000 2:-0.077143 3:-0.057500
1 1:-0.012000 2:-0.002857 3:-0.001000
0 1:0.040000 2:0.058571 3:0.043000
0 1:0.050000 2:0.018571 3:-0.016000
1 1:0.102000 2:0.030714 3:0.009500
1 1:-0.086000 2:-0.024286 3:0.000500
0 1:0.038000 2:0.025000 3:0.021500
0 1:-0.032000 2:0.012857 3:0.016500
0 1:0.034000 2:-0.035714 3:0.005500
0 1:-0.028000 2:0.026429 3:0.026000
1 1:-0.002000 2:-0.006429 3:0.001500
1 1:-0.028000 2:-0.013571 3:-0.025500
1 1:0.160000 2:0.015714 3:0.069000
0 1:-0.064000 2:-0.066429 3:-0.046000
1 1:-0.168000 2:-0.000714 3:-0.016000
0 1:0.004000 2:0.007143 3:0.012000
0 1:-0.010000 2:-0.005000 3:0.027500
1 1:-0.096000 2:-0.032857 3:-0.064500
0 1:0.108000 2:-0.066429 3:-0.021500
1 1:0.000000 2:-0.000000 3:0.004000
0 1:0.014000 2:0.046429 3:0.031500
0 1:0.422000 2:0.209286 3:0.112000
1 1:-0.088000 2:0.060000 3:0.076000
1 1:-0.014000 2:-0.008571 3:-0.005500
1 1:0.120000 2:0.068571 3:0.036500
1 1:0.026000 2:0.019286 3:0.006500
1 1:0.140000 2:-0.004286 3:-0.017000
0 1:0.018000 2:-0.040714 3:-0.028500
0 1:0.130000 2:0.113571 3:0.041000
0 1:0.056000 2:0.060000 3:0.004500
0 1:-0.292000 2:-0.219286 3:-0.158500
0 1:-0.002000 2:-0.073571 3:-0.038000
0 1:0.000000 2:-0.007857 3:-0.011000
1 1:0.000000 2:0.002857 3:0.001500
0 1:0.296000 2:0.063571 3:0.028000
0 1:-0.052000 2:-0.094286 3:-0.051500
1 1:0.056000 2:0.037857 3:0.000000
1 1:0.040000 2:0.033571 3:0.027000
0 1:0.000000 2:0.000714 3:-0.002500
1 1:0.058000 2:0.020714 3:0.021000
1 1:0.014000 2:0.010714 3:-0.022500
1 1:0.130000 2:0.163571 3:0.089000
0 1:-0.034000 2:-0.032857 3:-0.016500
0 1:0.122000 2:0.105000 3:0.062000
1 1:0.000000 2:0.004286 3:0.002500
0 1:-0.006000 2:0.015000 3:0.022000
0 1:-0.042000 2:-0.015714 3:-0.011000
0 1:0.008000 2:0.009286 3:0.002500
0 1:-0.004000 2:0.002143 3:0.006000
0 1:0.002000 2:0.009286 3:0.009000
1 1:0.038000 2:0.010000 3:0.031500
0 1:-0.096000 2:0.021429 3:0.050500
0 1:0.010000 2:0.002857 3:0.002500
1 1:-0.016000 2:-0.003571 3:0.005000
1 1:-0.010000 2:-0.006429 3:-0.008500
0 1:0.072000 2:0.105714 3:0.067500
1 1:0.030000 2:0.002143 3:0.003000
1 1:-0.098000 2:-0.005714 3:0.015500
1 1:0.026000 2:0.027143 3:0.024000
0 1:-0.146000 2:-0.070714 3:-0.029500
0 1:-0.126000 2:-0.065000 3:-0.073000
1 1:-0.172000 2:0.030714 3:-0.032500
0 1:0.214000 2:-0.033571 3:-0.107000
1 1:-0.012000 2:0.009286 3:0.014000
1 1:-0.172000 2:-0.062857 3:-0.036000
0 1:-0.014000 2:0.035000 3:0.059000
0 1:0.022000 2:-0.001429 3:-0.001000
1 1:0.016000 2:0.074286 3:0.042500
1 1:-0.004000 2:-0.007143 3:-0.003500
1 1:-0.076000 2:-0.011429 3:-0.041500
0 1:0.058000 2:0.032143 3:0.031500
1 1:0.044000 2:0.003571 3:-0.033000
0 1:-0.014000 2:-0.004286 3:-0.006500
0 1:0.006000 2:0.010000 3:0.016500
0 1:0.094000 2:-0.004286 3:0.013000
0 1:-0.004000 2:0.005714 3:0.003500
0 1:0.012000 2:-0.004286 3:-0.002500
