Date,Open,High,Low,Close,Volume
2013-05-24,   14.3,  15.07,  14.03,14.62,55989900
2013-05-23,   14.3,  14.79,  13.96,14.18,55667900
2013-05-22,  14.61,  14.88,  14.01,14.47,74437600
2013-05-21,     13,  14.31,  12.97,14.31,74286900
2013-05-20,   12.9,  13.37,  12.71,13.01,74005600
2013-05-17,  11.51,  12.67,  11.49,12.67,66744200
2013-05-16,   11.4,  11.82,  11.32,11.52,29658300
2013-05-15,  11.15,  11.51,  11.12,11.48,25398600
2013-05-14,  11.79,  11.84,  11.06,11.14,29650700
2013-05-13,  11.64,   11.8,  11.37,11.71,24682100
2013-05-10,  11.79,  12.03,  11.58,11.69,23381200
2013-05-09,  11.78,  11.97,  11.47,11.82,39906200
2013-05-08,  11.51,  11.94,  11.39, 11.7,37961400
2013-05-07,   11.3,  11.38,  11.11,11.29,19840400
2013-05-06,  10.68,  11.72,  10.65,11.46,44329000
2013-05-03,  10.55,  10.74,  10.48,10.68,15894100
2013-05-02,  10.28,  10.63,  10.23, 10.5,12638600
2013-05-01,  10.29,  10.29,  10.29,10.29,       0
2013-04-30,  10.29,  10.29,  10.29,10.29,       0
2013-04-29,  10.29,  10.29,  10.29,10.29,       0
2013-04-26,  10.56,  10.72,   10.2,10.29,15810800
2013-04-25,  10.52,  10.98,   10.4,10.44,21410200
2013-04-24,  10.25,  10.73,  10.19,10.64,26267500
2013-04-23,   10.3,  10.48,  10.08,10.25,18878700
2013-04-22,   10.1,  10.79,  10.03,10.32,24323700
2013-04-19,  10.03,  10.18,   9.96,10.12,19451000
2013-04-18,   9.43,  10.23,   9.31, 10.1,26513700
2013-04-17,   9.08,   9.45,   9.06, 9.39,10366300
2013-04-16,   8.84,    9.1,   8.84, 9.07, 5477800
2013-04-15,   9.12,   9.12,   8.77, 8.85, 6551300
2013-04-12,   9.01,   9.15,   9.01, 9.12, 2851400
2013-04-11,   9.23,   9.27,   9.04, 9.05, 4779100
2013-04-10,   9.25,   9.32,   9.11, 9.19, 6074700
2013-04-09,   8.95,   9.36,   8.95, 9.25,10351900
2013-04-08,      9,   9.02,   8.87, 8.94,10024800
2013-04-05,   9.12,   9.12,   9.12, 9.12,       0
2013-04-04,   9.12,   9.12,   9.12, 9.12,       0
2013-04-03,    9.4,    9.4,   9.04, 9.12, 6310300
2013-04-02,9.51582,9.63318,9.29088, 9.33, 5840100
2013-04-01,9.58871, 9.6572,9.51043, 9.53, 3802600
2013-03-29,9.58043,  9.737,9.48257,  9.6, 3506300
2013-03-28,9.78462,9.78462,9.53022, 9.54, 7328500
2013-03-27,9.88935,9.94804,9.80131, 9.86, 4283700
2013-03-26,9.97672, 9.9865,9.79088, 9.83, 5698700
2013-03-25,10.1083,10.1376,9.84408,10.03, 7402300
2013-03-22,10.1394,10.2274,9.99256,10.11, 6870400
2013-03-21,10.0421, 10.277,10.0128,10.14,10563200
2013-03-20,9.77537,10.0298,9.74602,10.02, 8268700
2013-03-19,9.83868,9.94626,9.67242, 9.78, 8234900
2013-03-18,9.90956,9.97804,9.77261, 9.89, 5669100
2013-03-15,10.0372,10.1644,9.83174, 9.91, 9639100
2013-03-14,9.90065,10.0963,9.78325, 9.93, 8354000
2013-03-13,9.84912,9.87846,9.67307, 9.81, 7373300
2013-03-12,10.2608,10.3489,9.68371, 9.85,15652500
2013-03-11, 10.573,10.6023,10.2013,10.26,11925200
2013-03-08,10.5894,10.7949,10.5111,10.56,10829500
2013-03-07,10.7657,10.8147,10.4917,10.57,12427200
2013-03-06,10.6154,10.8796,10.3806,10.86,18457000
2013-03-05,10.4819,10.6189,10.3155,10.57,15407700
2013-03-04,10.9379,10.9379,10.2335,10.39,19861900
2013-03-01,11.1566,11.2153,10.7651,   11,32505300
2013-02-28,10.8264,11.1491,10.6503,11.11,26573200
2013-02-27,10.8958,10.9936,10.5437,10.71,14198200
2013-02-26,10.7196,11.0228,10.4848, 10.7,24035600
2013-02-25,10.9456,10.9945,10.6913,10.75,17978300
2013-02-22,10.6662,11.0576,10.6662,10.95,24491100
2013-02-21,10.7282,11.0314,10.5718,10.65,30384600
2013-02-20,  10.37,10.8787,10.3308,10.82,33034000
2013-02-19,10.2826,10.5761,10.1358, 10.4,19164300
2013-02-18,10.1833, 10.418,10.1148,10.33,13724600
2013-02-15,  10.14,  10.14,  10.14,10.14,       0
2013-02-14,  10.14,  10.14,  10.14,10.14,       0
2013-02-13,  10.14,  10.14,  10.14,10.14,       0
2013-02-12,  10.14,  10.14,  10.14,10.14,       0
2013-02-11,  10.14,  10.14,  10.14,10.14,       0
2013-02-08,9.95403,10.2281,9.93446,10.14,13858900
2013-02-07,10.1548,10.1744,9.85152, 9.92,16312800
2013-02-06,9.97235,10.1485,9.94299,10.08,14312100
2013-02-05, 9.8513,9.93935,  9.685, 9.91,13901700
2013-02-04,9.97804, 10.027,9.80196, 9.89,12410600
2013-02-01,9.86301,10.0881,9.77495,   10,28120800
2013-01-31, 9.5717,9.67936,9.43469, 9.65,14444600
2013-01-30,9.88313,9.92227,9.49172, 9.57,26917300
2013-01-29,9.91913,10.0561,9.81152, 9.88,17977500
2013-01-28,9.88173,10.0089,9.73497, 9.96,30114600
2013-01-25,10.0742,10.3969,9.97636,10.26,15189400
2013-01-24, 10.334,10.3829,9.96214,10.06,15754800
2013-01-23,10.4374,10.5939,10.1439,10.32,15051500
2013-01-22,10.4213,10.6561,10.2158,10.48,21179700
2013-01-21,10.1783,10.6285,10.0511,10.56,26782800
2013-01-18,  10.23,10.3474,9.96594,10.23,29005000
2013-01-17,10.4645,10.5623,10.1809,10.22,20140000
2013-01-16,10.8054,10.8054,10.3653, 10.6,25028500
2013-01-15,10.6148,10.8887,10.5169,10.83,29890300
2013-01-14, 10.485,10.7296,10.2014,10.71,34027200
2013-01-11,10.2535,10.6742,10.1165,10.41,42511000
2013-01-10,9.78968,10.3667,9.78968,10.22,37209300
2013-01-09, 9.6911,9.99426,9.61287, 9.74,33035100
2013-01-08,9.53507,9.77956,9.39816, 9.76,28500800
2013-01-07,9.18734,9.53957, 9.1482, 9.52,29160900
2013-01-04,  9.504,9.52356,9.04444, 9.24,22640000
2013-01-03,   9.43,   9.43,   9.43, 9.43,       0
2013-01-02,   9.43,   9.43,   9.43, 9.43,       0
2013-01-01,   9.43,   9.43,   9.43, 9.43,       0
